run,tag,step,value,wall_time
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,195,0.0835467129945755,1778917911.7054565
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,196,0.0835467129945755,1778917912.7032511
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,197,0.29389533400535583,1778917913.8565474
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,198,0.5883833765983582,1778917914.8586664
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,199,0.5883833765983582,1778917915.8624766
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,200,0.5883833765983582,1778917916.8559291
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,201,0.03203488513827324,1778917917.862564
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,202,0.03203488513827324,1778917918.862681
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,203,0.03203488513827324,1778917919.869635
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,204,0.03203488513827324,1778917920.8721406
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,205,0.03203488513827324,1778917921.88242
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,206,0.03203488513827324,1778917922.890421
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,207,0.2723332643508911,1778917923.8986802
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,208,0.2827810049057007,1778917925.0523021
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,209,0.2827810049057007,1778917926.0480387
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,210,0.2827810049057007,1778917927.045526
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,211,0.06745108962059021,1778917928.0615895
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,212,0.024922240525484085,1778917929.0693269
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,213,0.04153617098927498,1778917930.0837078
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,214,0.07893737405538559,1778917931.083144
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,215,0.07893737405538559,1778917932.0840502
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,216,0.07893737405538559,1778917933.0887394
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,217,0.07893737405538559,1778917934.088258
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,218,0.5338280200958252,1778917935.099626
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,219,0.1731797307729721,1778917936.2135577
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,220,0.11340099573135376,1778917937.2096808
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,221,0.11340099573135376,1778917938.2131977
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,222,0.17455849051475525,1778917939.2218318
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,223,0.4732351303100586,1778917940.229709
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,224,0.5921543836593628,1778917941.244531
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,225,0.6770966053009033,1778917942.243918
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,226,0.6770966053009033,1778917943.2402027
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,227,0.6770966053009033,1778917944.2313347
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,228,0.4259904623031616,1778917945.229519
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,229,0.39011818170547485,1778917946.348483
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,230,0.39011818170547485,1778917947.3425055
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,231,0.39011818170547485,1778917948.3378305
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,232,0.38783764839172363,1778917949.3391821
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,233,0.37187421321868896,1778917950.3383894
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,234,0.37187421321868896,1778917951.3365538
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,235,0.447090208530426,1778917952.3392441
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,236,0.510734498500824,1778917953.341275
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,237,0.510734498500824,1778917954.3350577
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,238,0.510734498500824,1778917955.3349874
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,239,0.2940254807472229,1778917956.3386939
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,240,0.22178910672664642,1778917957.4856355
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,241,0.22178910672664642,1778917958.4840808
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,242,0.23567430675029755,1778917959.4899418
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,243,0.263444721698761,1778917960.4832196
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,244,0.263444721698761,1778917961.480166
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,245,0.263444721698761,1778917962.4902682
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,246,0.263444721698761,1778917963.4900053
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,247,0.263444721698761,1778917964.4986806
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,248,0.250666081905365,1778917965.5061786
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,249,0.21963226795196533,1778917966.5072787
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,250,0.21963226795196533,1778917967.5058606
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,251,0.21963226795196533,1778917968.5844016
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,252,0.28532344102859497,1778917969.5992217
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,253,0.5066443681716919,1778917970.6047509
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,254,0.5793866515159607,1778917971.619604
